,name,model,seed,TN,FP,FN,TP,Accuracy,AUC,Sensitivity,Specificity,PPV,NPV,F1,MCC
329,lr_seed_13_skf_1_paras_22_C_100_weight_None_solver_lbfgs,lr,13_skf_1,38,12,7,11,0.721,0.693,0.611,0.76,0.478,0.844,0.537,0.346
330,lr_seed_13_skf_2_paras_22_C_100_weight_None_solver_lbfgs,lr,13_skf_2,40,10,9,9,0.721,0.789,0.5,0.8,0.474,0.816,0.486,0.295
331,lr_seed_13_skf_4_paras_22_C_100_weight_None_solver_lbfgs,lr,13_skf_4,35,15,6,12,0.691,0.723,0.667,0.7,0.444,0.854,0.533,0.331
332,lr_seed_14_skf_0_paras_22_C_100_weight_None_solver_lbfgs,lr,14_skf_0,35,15,8,10,0.662,0.731,0.556,0.7,0.4,0.814,0.465,0.234
333,lr_seed_14_skf_1_paras_22_C_100_weight_None_solver_lbfgs,lr,14_skf_1,37,13,7,11,0.706,0.802,0.611,0.74,0.458,0.841,0.524,0.324
334,lr_seed_14_skf_2_paras_22_C_100_weight_None_solver_lbfgs,lr,14_skf_2,39,11,10,8,0.691,0.688,0.444,0.78,0.421,0.796,0.432,0.221
335,lr_seed_14_skf_3_paras_22_C_100_weight_None_solver_lbfgs,lr,14_skf_3,37,13,7,11,0.706,0.753,0.611,0.74,0.458,0.841,0.524,0.324
336,lr_seed_14_skf_4_paras_22_C_100_weight_None_solver_lbfgs,lr,14_skf_4,35,15,8,10,0.662,0.733,0.556,0.7,0.4,0.814,0.465,0.234
337,lr_seed_15_skf_0_paras_22_C_100_weight_None_solver_lbfgs,lr,15_skf_0,35,15,6,12,0.691,0.741,0.667,0.7,0.444,0.854,0.533,0.331
338,lr_seed_15_skf_1_paras_22_C_100_weight_None_solver_lbfgs,lr,15_skf_1,38,12,10,8,0.676,0.739,0.444,0.76,0.4,0.792,0.421,0.198
339,lr_seed_15_skf_2_paras_22_C_100_weight_None_solver_lbfgs,lr,15_skf_2,37,13,6,12,0.721,0.786,0.667,0.74,0.48,0.86,0.558,0.372
340,lr_seed_15_skf_3_paras_22_C_100_weight_None_solver_lbfgs,lr,15_skf_3,35,15,9,9,0.647,0.681,0.5,0.7,0.375,0.795,0.429,0.185
341,lr_seed_15_skf_4_paras_22_C_100_weight_None_solver_lbfgs,lr,15_skf_4,33,17,8,10,0.632,0.737,0.556,0.66,0.37,0.805,0.444,0.194
342,lr_seed_16_skf_0_paras_22_C_100_weight_None_solver_lbfgs,lr,16_skf_0,38,12,7,11,0.721,0.749,0.611,0.76,0.478,0.844,0.537,0.346
343,lr_seed_16_skf_1_paras_22_C_100_weight_None_solver_lbfgs,lr,16_skf_1,38,12,10,8,0.676,0.743,0.444,0.76,0.4,0.792,0.421,0.198
344,lr_seed_16_skf_2_paras_22_C_100_weight_None_solver_lbfgs,lr,16_skf_2,35,15,8,10,0.662,0.679,0.556,0.7,0.4,0.814,0.465,0.234
345,lr_seed_16_skf_3_paras_22_C_100_weight_None_solver_lbfgs,lr,16_skf_3,34,16,7,11,0.662,0.769,0.611,0.68,0.407,0.829,0.489,0.262
346,lr_seed_16_skf_4_paras_22_C_100_weight_None_solver_lbfgs,lr,16_skf_4,38,12,7,11,0.721,0.752,0.611,0.76,0.478,0.844,0.537,0.346
347,lr_seed_17_skf_0_paras_22_C_100_weight_None_solver_lbfgs,lr,17_skf_0,36,14,5,13,0.721,0.802,0.722,0.72,0.481,0.878,0.578,0.399
348,lr_seed_17_skf_1_paras_22_C_100_weight_None_solver_lbfgs,lr,17_skf_1,40,10,10,8,0.706,0.739,0.444,0.8,0.444,0.8,0.444,0.244
349,lr_seed_17_skf_2_paras_22_C_100_weight_None_solver_lbfgs,lr,17_skf_2,38,12,9,9,0.691,0.761,0.5,0.76,0.429,0.809,0.462,0.248
350,lr_seed_17_skf_3_paras_22_C_100_weight_None_solver_lbfgs,lr,17_skf_3,36,14,10,8,0.647,0.639,0.444,0.72,0.364,0.783,0.4,0.155
351,lr_seed_17_skf_4_paras_22_C_100_weight_None_solver_lbfgs,lr,17_skf_4,35,15,8,10,0.662,0.731,0.556,0.7,0.4,0.814,0.465,0.234
352,lr_seed_18_skf_0_paras_22_C_100_weight_None_solver_lbfgs,lr,18_skf_0,38,12,8,10,0.706,0.728,0.556,0.76,0.455,0.826,0.5,0.298
353,lr_seed_18_skf_1_paras_22_C_100_weight_None_solver_lbfgs,lr,18_skf_1,37,13,8,10,0.691,0.776,0.556,0.74,0.435,0.822,0.488,0.276
354,lr_seed_18_skf_2_paras_22_C_100_weight_None_solver_lbfgs,lr,18_skf_2,34,16,7,11,0.662,0.746,0.611,0.68,0.407,0.829,0.489,0.262
355,lr_seed_18_skf_3_paras_22_C_100_weight_None_solver_lbfgs,lr,18_skf_3,39,11,7,11,0.735,0.78,0.611,0.78,0.5,0.848,0.55,0.369
356,lr_seed_19_skf_0_paras_22_C_100_weight_None_solver_lbfgs,lr,19_skf_0,37,13,7,11,0.706,0.737,0.611,0.74,0.458,0.841,0.524,0.324
357,lr_seed_19_skf_1_paras_22_C_100_weight_None_solver_lbfgs,lr,19_skf_1,35,15,6,12,0.691,0.763,0.667,0.7,0.444,0.854,0.533,0.331
358,lr_seed_19_skf_2_paras_22_C_100_weight_None_solver_lbfgs,lr,19_skf_2,37,13,8,10,0.691,0.689,0.556,0.74,0.435,0.822,0.488,0.276
359,lr_seed_19_skf_3_paras_22_C_100_weight_None_solver_lbfgs,lr,19_skf_3,38,12,7,11,0.721,0.772,0.611,0.76,0.478,0.844,0.537,0.346
360,lr_seed_19_skf_4_paras_22_C_100_weight_None_solver_lbfgs,lr,19_skf_4,37,13,7,11,0.706,0.748,0.611,0.74,0.458,0.841,0.524,0.324
361,knn_seed_0_skf_0_paras_0_K_3,knn,0_skf_0,42,8,9,9,0.75,0.788,0.5,0.84,0.529,0.824,0.514,0.346
362,knn_seed_0_skf_2_paras_0_K_3,knn,0_skf_2,45,5,8,10,0.809,0.804,0.556,0.9,0.667,0.849,0.606,0.485
363,knn_seed_0_skf_3_paras_0_K_3,knn,0_skf_3,42,8,9,9,0.75,0.781,0.5,0.84,0.529,0.824,0.514,0.346
364,knn_seed_0_skf_4_paras_0_K_3,knn,0_skf_4,42,8,9,9,0.75,0.804,0.5,0.84,0.529,0.824,0.514,0.346
365,knn_seed_1_skf_0_paras_0_K_3,knn,1_skf_0,44,6,10,8,0.765,0.797,0.444,0.88,0.571,0.815,0.5,0.354
366,knn_seed_1_skf_1_paras_0_K_3,knn,1_skf_1,44,6,8,10,0.794,0.774,0.556,0.88,0.625,0.846,0.588,0.453
367,knn_seed_1_skf_2_paras_0_K_3,knn,1_skf_2,43,7,10,8,0.75,0.801,0.444,0.86,0.533,0.811,0.485,0.324
368,knn_seed_1_skf_3_paras_0_K_3,knn,1_skf_3,44,6,7,11,0.809,0.813,0.611,0.88,0.647,0.863,0.629,0.5
369,knn_seed_1_skf_4_paras_0_K_3,knn,1_skf_4,45,5,9,9,0.794,0.832,0.5,0.9,0.643,0.833,0.563,0.436
370,knn_seed_2_skf_0_paras_0_K_3,knn,2_skf_0,41,9,7,11,0.765,0.768,0.611,0.82,0.55,0.854,0.579,0.417
371,knn_seed_2_skf_1_paras_0_K_3,knn,2_skf_1,40,10,8,10,0.735,0.787,0.556,0.8,0.5,0.833,0.526,0.344
372,knn_seed_2_skf_2_paras_0_K_3,knn,2_skf_2,45,5,13,5,0.735,0.757,0.278,0.9,0.5,0.776,0.357,0.221
373,knn_seed_2_skf_3_paras_0_K_3,knn,2_skf_3,43,7,8,10,0.779,0.813,0.556,0.86,0.588,0.843,0.571,0.423
374,knn_seed_2_skf_4_paras_0_K_3,knn,2_skf_4,44,6,9,9,0.779,0.801,0.5,0.88,0.6,0.83,0.545,0.404
375,knn_seed_3_skf_0_paras_0_K_3,knn,3_skf_0,43,7,8,10,0.779,0.769,0.556,0.86,0.588,0.843,0.571,0.423
376,knn_seed_3_skf_1_paras_0_K_3,knn,3_skf_1,44,6,10,8,0.765,0.77,0.444,0.88,0.571,0.815,0.5,0.354
377,knn_seed_3_skf_2_paras_0_K_3,knn,3_skf_2,41,9,7,11,0.765,0.802,0.611,0.82,0.55,0.854,0.579,0.417
378,knn_seed_3_skf_4_paras_0_K_3,knn,3_skf_4,45,5,9,9,0.794,0.793,0.5,0.9,0.643,0.833,0.563,0.436
379,knn_seed_4_skf_0_paras_0_K_3,knn,4_skf_0,44,6,10,8,0.765,0.732,0.444,0.88,0.571,0.815,0.5,0.354
380,knn_seed_4_skf_1_paras_0_K_3,knn,4_skf_1,42,8,8,10,0.765,0.793,0.556,0.84,0.556,0.84,0.556,0.396
381,knn_seed_4_skf_2_paras_0_K_3,knn,4_skf_2,44,6,7,11,0.809,0.834,0.611,0.88,0.647,0.863,0.629,0.5
382,knn_seed_4_skf_3_paras_0_K_3,knn,4_skf_3,44,6,9,9,0.779,0.794,0.5,0.88,0.6,0.83,0.545,0.404
383,knn_seed_4_skf_4_paras_0_K_3,knn,4_skf_4,42,8,7,11,0.779,0.814,0.611,0.84,0.579,0.857,0.595,0.444
384,knn_seed_5_skf_0_paras_0_K_3,knn,5_skf_0,42,8,10,8,0.735,0.757,0.444,0.84,0.5,0.808,0.471,0.296
385,knn_seed_5_skf_1_paras_0_K_3,knn,5_skf_1,42,8,11,7,0.721,0.719,0.389,0.84,0.467,0.792,0.424,0.244
386,knn_seed_5_skf_2_paras_0_K_3,knn,5_skf_2,44,6,7,11,0.809,0.847,0.611,0.88,0.647,0.863,0.629,0.5
387,knn_seed_5_skf_3_paras_0_K_3,knn,5_skf_3,43,7,9,9,0.765,0.797,0.5,0.86,0.562,0.827,0.529,0.374
388,knn_seed_6_skf_0_paras_0_K_3,knn,6_skf_0,43,7,8,10,0.779,0.81,0.556,0.86,0.588,0.843,0.571,0.423
389,knn_seed_6_skf_1_paras_0_K_3,knn,6_skf_1,41,9,9,9,0.735,0.797,0.5,0.82,0.5,0.82,0.5,0.32
390,knn_seed_6_skf_2_paras_0_K_3,knn,6_skf_2,43,7,9,9,0.765,0.77,0.5,0.86,0.562,0.827,0.529,0.374
391,knn_seed_6_skf_3_paras_0_K_3,knn,6_skf_3,40,10,7,11,0.75,0.774,0.611,0.8,0.524,0.851,0.564,0.393
392,knn_seed_6_skf_4_paras_0_K_3,knn,6_skf_4,44,6,8,10,0.794,0.813,0.556,0.88,0.625,0.846,0.588,0.453
393,knn_seed_7_skf_0_paras_0_K_3,knn,7_skf_0,43,7,9,9,0.765,0.792,0.5,0.86,0.562,0.827,0.529,0.374
394,knn_seed_7_skf_1_paras_0_K_3,knn,7_skf_1,42,8,7,11,0.779,0.83,0.611,0.84,0.579,0.857,0.595,0.444
395,knn_seed_7_skf_2_paras_0_K_3,knn,7_skf_2,43,7,7,11,0.794,0.771,0.611,0.86,0.611,0.86,0.611,0.471
396,knn_seed_7_skf_3_paras_0_K_3,knn,7_skf_3,44,6,10,8,0.765,0.831,0.444,0.88,0.571,0.815,0.5,0.354
397,knn_seed_7_skf_4_paras_0_K_3,knn,7_skf_4,44,6,10,8,0.765,0.75,0.444,0.88,0.571,0.815,0.5,0.354
398,knn_seed_8_skf_0_paras_0_K_3,knn,8_skf_0,44,6,10,8,0.765,0.779,0.444,0.88,0.571,0.815,0.5,0.354
399,knn_seed_8_skf_2_paras_0_K_3,knn,8_skf_2,43,7,8,10,0.779,0.81,0.556,0.86,0.588,0.843,0.571,0.423
400,knn_seed_8_skf_3_paras_0_K_3,knn,8_skf_3,43,7,8,10,0.779,0.809,0.556,0.86,0.588,0.843,0.571,0.423
401,knn_seed_8_skf_4_paras_0_K_3,knn,8_skf_4,42,8,10,8,0.735,0.757,0.444,0.84,0.5,0.808,0.471,0.296
402,knn_seed_9_skf_0_paras_0_K_3,knn,9_skf_0,43,7,9,9,0.765,0.764,0.5,0.86,0.562,0.827,0.529,0.374
403,knn_seed_9_skf_1_paras_0_K_3,knn,9_skf_1,42,8,7,11,0.779,0.838,0.611,0.84,0.579,0.857,0.595,0.444
404,knn_seed_9_skf_2_paras_0_K_3,knn,9_skf_2,39,11,7,11,0.735,0.783,0.611,0.78,0.5,0.848,0.55,0.369
405,knn_seed_9_skf_3_paras_0_K_3,knn,9_skf_3,44,6,8,10,0.794,0.847,0.556,0.88,0.625,0.846,0.588,0.453
406,knn_seed_9_skf_4_paras_0_K_3,knn,9_skf_4,43,7,10,8,0.75,0.776,0.444,0.86,0.533,0.811,0.485,0.324
407,knn_seed_10_skf_0_paras_0_K_3,knn,10_skf_0,41,9,6,12,0.779,0.811,0.667,0.82,0.571,0.872,0.615,0.465
408,knn_seed_10_skf_1_paras_0_K_3,knn,10_skf_1,45,5,9,9,0.794,0.778,0.5,0.9,0.643,0.833,0.563,0.436
409,knn_seed_10_skf_2_paras_0_K_3,knn,10_skf_2,43,7,10,8,0.75,0.757,0.444,0.86,0.533,0.811,0.485,0.324
410,knn_seed_10_skf_3_paras_0_K_3,knn,10_skf_3,43,7,9,9,0.765,0.797,0.5,0.86,0.562,0.827,0.529,0.374
411,knn_seed_10_skf_4_paras_0_K_3,knn,10_skf_4,44,6,10,8,0.765,0.786,0.444,0.88,0.571,0.815,0.5,0.354
412,knn_seed_11_skf_0_paras_0_K_3,knn,11_skf_0,44,6,8,10,0.794,0.801,0.556,0.88,0.625,0.846,0.588,0.453
413,knn_seed_11_skf_1_paras_0_K_3,knn,11_skf_1,46,4,11,7,0.779,0.785,0.389,0.92,0.636,0.807,0.483,0.37
414,knn_seed_11_skf_3_paras_0_K_3,knn,11_skf_3,42,8,9,9,0.75,0.784,0.5,0.84,0.529,0.824,0.514,0.346
415,knn_seed_12_skf_0_paras_0_K_3,knn,12_skf_0,44,6,8,10,0.794,0.773,0.556,0.88,0.625,0.846,0.588,0.453
416,knn_seed_12_skf_1_paras_0_K_3,knn,12_skf_1,42,8,9,9,0.75,0.776,0.5,0.84,0.529,0.824,0.514,0.346
417,knn_seed_12_skf_3_paras_0_K_3,knn,12_skf_3,42,8,8,10,0.765,0.807,0.556,0.84,0.556,0.84,0.556,0.396
418,knn_seed_12_skf_4_paras_0_K_3,knn,12_skf_4,41,9,9,9,0.735,0.767,0.5,0.82,0.5,0.82,0.5,0.32
419,knn_seed_13_skf_1_paras_0_K_3,knn,13_skf_1,44,6,8,10,0.794,0.829,0.556,0.88,0.625,0.846,0.588,0.453
420,knn_seed_13_skf_2_paras_0_K_3,knn,13_skf_2,43,7,9,9,0.765,0.806,0.5,0.86,0.562,0.827,0.529,0.374
421,knn_seed_13_skf_3_paras_0_K_3,knn,13_skf_3,44,6,9,9,0.779,0.796,0.5,0.88,0.6,0.83,0.545,0.404
422,knn_seed_13_skf_4_paras_0_K_3,knn,13_skf_4,44,6,8,10,0.794,0.769,0.556,0.88,0.625,0.846,0.588,0.453
423,knn_seed_14_skf_0_paras_0_K_3,knn,14_skf_0,42,8,8,10,0.765,0.817,0.556,0.84,0.556,0.84,0.556,0.396
424,knn_seed_14_skf_1_paras_0_K_3,knn,14_skf_1,44,6,8,10,0.794,0.81,0.556,0.88,0.625,0.846,0.588,0.453
425,knn_seed_14_skf_2_paras_0_K_3,knn,14_skf_2,44,6,8,10,0.794,0.804,0.556,0.88,0.625,0.846,0.588,0.453
426,knn_seed_14_skf_3_paras_0_K_3,knn,14_skf_3,42,8,9,9,0.75,0.813,0.5,0.84,0.529,0.824,0.514,0.346
427,knn_seed_14_skf_4_paras_0_K_3,knn,14_skf_4,41,9,8,10,0.75,0.774,0.556,0.82,0.526,0.837,0.541,0.369
428,knn_seed_15_skf_0_paras_0_K_3,knn,15_skf_0,43,7,9,9,0.765,0.769,0.5,0.86,0.562,0.827,0.529,0.374
429,knn_seed_15_skf_1_paras_0_K_3,knn,15_skf_1,44,6,9,9,0.779,0.828,0.5,0.88,0.6,0.83,0.545,0.404
430,knn_seed_15_skf_2_paras_0_K_3,knn,15_skf_2,44,6,9,9,0.779,0.833,0.5,0.88,0.6,0.83,0.545,0.404
431,knn_seed_15_skf_3_paras_0_K_3,knn,15_skf_3,44,6,8,10,0.794,0.796,0.556,0.88,0.625,0.846,0.588,0.453
432,knn_seed_15_skf_4_paras_0_K_3,knn,15_skf_4,44,6,10,8,0.765,0.759,0.444,0.88,0.571,0.815,0.5,0.354
433,knn_seed_16_skf_0_paras_0_K_3,knn,16_skf_0,43,7,9,9,0.765,0.762,0.5,0.86,0.562,0.827,0.529,0.374
434,knn_seed_16_skf_1_paras_0_K_3,knn,16_skf_1,45,5,9,9,0.794,0.808,0.5,0.9,0.643,0.833,0.563,0.436
435,knn_seed_16_skf_2_paras_0_K_3,knn,16_skf_2,42,8,10,8,0.735,0.754,0.444,0.84,0.5,0.808,0.471,0.296
436,knn_seed_16_skf_3_paras_0_K_3,knn,16_skf_3,43,7,8,10,0.779,0.834,0.556,0.86,0.588,0.843,0.571,0.423
437,knn_seed_17_skf_0_paras_0_K_3,knn,17_skf_0,42,8,7,11,0.779,0.821,0.611,0.84,0.579,0.857,0.595,0.444
438,knn_seed_17_skf_1_paras_0_K_3,knn,17_skf_1,44,6,9,9,0.779,0.801,0.5,0.88,0.6,0.83,0.545,0.404
439,knn_seed_17_skf_2_paras_0_K_3,knn,17_skf_2,43,7,8,10,0.779,0.811,0.556,0.86,0.588,0.843,0.571,0.423
440,knn_seed_17_skf_3_paras_0_K_3,knn,17_skf_3,43,7,10,8,0.75,0.788,0.444,0.86,0.533,0.811,0.485,0.324
441,knn_seed_17_skf_4_paras_0_K_3,knn,17_skf_4,44,6,7,11,0.809,0.795,0.611,0.88,0.647,0.863,0.629,0.5
442,knn_seed_18_skf_0_paras_0_K_3,knn,18_skf_0,44,6,11,7,0.75,0.764,0.389,0.88,0.538,0.8,0.452,0.302
443,knn_seed_18_skf_1_paras_0_K_3,knn,18_skf_1,43,7,9,9,0.765,0.788,0.5,0.86,0.562,0.827,0.529,0.374
444,knn_seed_18_skf_2_paras_0_K_3,knn,18_skf_2,44,6,7,11,0.809,0.822,0.611,0.88,0.647,0.863,0.629,0.5
445,knn_seed_18_skf_3_paras_0_K_3,knn,18_skf_3,43,7,9,9,0.765,0.808,0.5,0.86,0.562,0.827,0.529,0.374
446,knn_seed_18_skf_4_paras_0_K_3,knn,18_skf_4,42,8,8,10,0.765,0.8,0.556,0.84,0.556,0.84,0.556,0.396
447,knn_seed_19_skf_0_paras_0_K_3,knn,19_skf_0,44,6,10,8,0.765,0.74,0.444,0.88,0.571,0.815,0.5,0.354
448,knn_seed_19_skf_2_paras_0_K_3,knn,19_skf_2,44,6,9,9,0.779,0.801,0.5,0.88,0.6,0.83,0.545,0.404
449,knn_seed_19_skf_4_paras_0_K_3,knn,19_skf_4,43,7,9,9,0.765,0.728,0.5,0.86,0.562,0.827,0.529,0.374
