name,model,seed_x,TN,FP,FN,TP,Accuracy,AUC,Sensitivity,Specificity,PPV,NPV,F1,MCC,estimator_path,hyperparams,model_family,paras_id,scaler_path,seed_y,skf_fold
rf_seed_6_skf_1_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced,rf,6_skf_1,540,44,25,37,0.893,0.87,0.597,0.925,0.457,0.956,0.517,0.464,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/rf/estimators/rf_seed_6_skf_1_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced.joblib,"{""bootstrap"": true, ""class_weight"": ""balanced"", ""max_depth"": null, ""max_features"": ""log2"", ""min_samples_split"": 70, ""n_estimators"": 500, ""random_state"": 1}",rf,148,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/rf/scalers/rf_seed_6_skf_1_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced_scaler.joblib,6,1
rf_seed_6_skf_2_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced,rf,6_skf_2,537,47,21,41,0.895,0.877,0.661,0.92,0.466,0.962,0.547,0.499,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/rf/estimators/rf_seed_6_skf_2_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced.joblib,"{""bootstrap"": true, ""class_weight"": ""balanced"", ""max_depth"": null, ""max_features"": ""log2"", ""min_samples_split"": 70, ""n_estimators"": 500, ""random_state"": 1}",rf,148,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/rf/scalers/rf_seed_6_skf_2_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced_scaler.joblib,6,2
rf_seed_6_skf_3_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced,rf,6_skf_3,535,49,21,41,0.892,0.87,0.661,0.916,0.456,0.962,0.539,0.491,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/rf/estimators/rf_seed_6_skf_3_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced.joblib,"{""bootstrap"": true, ""class_weight"": ""balanced"", ""max_depth"": null, ""max_features"": ""log2"", ""min_samples_split"": 70, ""n_estimators"": 500, ""random_state"": 1}",rf,148,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/rf/scalers/rf_seed_6_skf_3_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced_scaler.joblib,6,3
rf_seed_6_skf_4_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced,rf,6_skf_4,537,47,23,39,0.892,0.883,0.629,0.92,0.453,0.959,0.527,0.476,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/rf/estimators/rf_seed_6_skf_4_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced.joblib,"{""bootstrap"": true, ""class_weight"": ""balanced"", ""max_depth"": null, ""max_features"": ""log2"", ""min_samples_split"": 70, ""n_estimators"": 500, ""random_state"": 1}",rf,148,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/rf/scalers/rf_seed_6_skf_4_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced_scaler.joblib,6,4
rf_seed_7_skf_0_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced,rf,7_skf_0,533,51,23,39,0.885,0.869,0.629,0.913,0.433,0.959,0.513,0.461,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/rf/estimators/rf_seed_7_skf_0_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced.joblib,"{""bootstrap"": true, ""class_weight"": ""balanced"", ""max_depth"": null, ""max_features"": ""log2"", ""min_samples_split"": 70, ""n_estimators"": 500, ""random_state"": 1}",rf,148,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/rf/scalers/rf_seed_7_skf_0_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced_scaler.joblib,7,0
rf_seed_7_skf_1_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced,rf,7_skf_1,537,47,24,38,0.89,0.86,0.613,0.92,0.447,0.957,0.517,0.464,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/rf/estimators/rf_seed_7_skf_1_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced.joblib,"{""bootstrap"": true, ""class_weight"": ""balanced"", ""max_depth"": null, ""max_features"": ""log2"", ""min_samples_split"": 70, ""n_estimators"": 500, ""random_state"": 1}",rf,148,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/rf/scalers/rf_seed_7_skf_1_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced_scaler.joblib,7,1
rf_seed_7_skf_2_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced,rf,7_skf_2,544,40,24,38,0.901,0.878,0.613,0.932,0.487,0.958,0.543,0.492,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/rf/estimators/rf_seed_7_skf_2_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced.joblib,"{""bootstrap"": true, ""class_weight"": ""balanced"", ""max_depth"": null, ""max_features"": ""log2"", ""min_samples_split"": 70, ""n_estimators"": 500, ""random_state"": 1}",rf,148,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/rf/scalers/rf_seed_7_skf_2_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced_scaler.joblib,7,2
rf_seed_7_skf_3_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced,rf,7_skf_3,534,50,22,40,0.889,0.882,0.645,0.914,0.444,0.96,0.526,0.476,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/rf/estimators/rf_seed_7_skf_3_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced.joblib,"{""bootstrap"": true, ""class_weight"": ""balanced"", ""max_depth"": null, ""max_features"": ""log2"", ""min_samples_split"": 70, ""n_estimators"": 500, ""random_state"": 1}",rf,148,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/rf/scalers/rf_seed_7_skf_3_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced_scaler.joblib,7,3
rf_seed_7_skf_4_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced,rf,7_skf_4,539,45,24,38,0.893,0.875,0.613,0.923,0.458,0.957,0.524,0.472,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/rf/estimators/rf_seed_7_skf_4_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced.joblib,"{""bootstrap"": true, ""class_weight"": ""balanced"", ""max_depth"": null, ""max_features"": ""log2"", ""min_samples_split"": 70, ""n_estimators"": 500, ""random_state"": 1}",rf,148,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/rf/scalers/rf_seed_7_skf_4_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced_scaler.joblib,7,4
rf_seed_8_skf_0_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced,rf,8_skf_0,541,43,26,36,0.893,0.873,0.581,0.926,0.456,0.954,0.511,0.456,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/rf/estimators/rf_seed_8_skf_0_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced.joblib,"{""bootstrap"": true, ""class_weight"": ""balanced"", ""max_depth"": null, ""max_features"": ""log2"", ""min_samples_split"": 70, ""n_estimators"": 500, ""random_state"": 1}",rf,148,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/rf/scalers/rf_seed_8_skf_0_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced_scaler.joblib,8,0
rf_seed_8_skf_1_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced,rf,8_skf_1,534,50,23,39,0.887,0.873,0.629,0.914,0.438,0.959,0.517,0.464,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/rf/estimators/rf_seed_8_skf_1_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced.joblib,"{""bootstrap"": true, ""class_weight"": ""balanced"", ""max_depth"": null, ""max_features"": ""log2"", ""min_samples_split"": 70, ""n_estimators"": 500, ""random_state"": 1}",rf,148,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/rf/scalers/rf_seed_8_skf_1_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced_scaler.joblib,8,1
rf_seed_8_skf_2_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced,rf,8_skf_2,540,44,21,41,0.899,0.877,0.661,0.925,0.482,0.963,0.558,0.511,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/rf/estimators/rf_seed_8_skf_2_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced.joblib,"{""bootstrap"": true, ""class_weight"": ""balanced"", ""max_depth"": null, ""max_features"": ""log2"", ""min_samples_split"": 70, ""n_estimators"": 500, ""random_state"": 1}",rf,148,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/rf/scalers/rf_seed_8_skf_2_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced_scaler.joblib,8,2
rf_seed_8_skf_3_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced,rf,8_skf_3,532,52,22,40,0.885,0.874,0.645,0.911,0.435,0.96,0.519,0.469,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/rf/estimators/rf_seed_8_skf_3_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced.joblib,"{""bootstrap"": true, ""class_weight"": ""balanced"", ""max_depth"": null, ""max_features"": ""log2"", ""min_samples_split"": 70, ""n_estimators"": 500, ""random_state"": 1}",rf,148,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/rf/scalers/rf_seed_8_skf_3_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced_scaler.joblib,8,3
rf_seed_8_skf_4_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced,rf,8_skf_4,546,38,23,39,0.906,0.878,0.629,0.935,0.506,0.96,0.561,0.513,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/rf/estimators/rf_seed_8_skf_4_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced.joblib,"{""bootstrap"": true, ""class_weight"": ""balanced"", ""max_depth"": null, ""max_features"": ""log2"", ""min_samples_split"": 70, ""n_estimators"": 500, ""random_state"": 1}",rf,148,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/rf/scalers/rf_seed_8_skf_4_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced_scaler.joblib,8,4
rf_seed_9_skf_0_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced,rf,9_skf_0,537,47,23,39,0.892,0.878,0.629,0.92,0.453,0.959,0.527,0.476,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/rf/estimators/rf_seed_9_skf_0_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced.joblib,"{""bootstrap"": true, ""class_weight"": ""balanced"", ""max_depth"": null, ""max_features"": ""log2"", ""min_samples_split"": 70, ""n_estimators"": 500, ""random_state"": 1}",rf,148,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/rf/scalers/rf_seed_9_skf_0_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced_scaler.joblib,9,0
rf_seed_9_skf_1_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced,rf,9_skf_1,538,46,22,40,0.895,0.874,0.645,0.921,0.465,0.961,0.541,0.491,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/rf/estimators/rf_seed_9_skf_1_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced.joblib,"{""bootstrap"": true, ""class_weight"": ""balanced"", ""max_depth"": null, ""max_features"": ""log2"", ""min_samples_split"": 70, ""n_estimators"": 500, ""random_state"": 1}",rf,148,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/rf/scalers/rf_seed_9_skf_1_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced_scaler.joblib,9,1
rf_seed_9_skf_2_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced,rf,9_skf_2,541,43,24,38,0.896,0.873,0.613,0.926,0.469,0.958,0.531,0.48,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/rf/estimators/rf_seed_9_skf_2_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced.joblib,"{""bootstrap"": true, ""class_weight"": ""balanced"", ""max_depth"": null, ""max_features"": ""log2"", ""min_samples_split"": 70, ""n_estimators"": 500, ""random_state"": 1}",rf,148,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/rf/scalers/rf_seed_9_skf_2_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced_scaler.joblib,9,2
rf_seed_9_skf_3_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced,rf,9_skf_3,531,53,22,40,0.884,0.868,0.645,0.909,0.43,0.96,0.516,0.465,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/rf/estimators/rf_seed_9_skf_3_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced.joblib,"{""bootstrap"": true, ""class_weight"": ""balanced"", ""max_depth"": null, ""max_features"": ""log2"", ""min_samples_split"": 70, ""n_estimators"": 500, ""random_state"": 1}",rf,148,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/rf/scalers/rf_seed_9_skf_3_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced_scaler.joblib,9,3
rf_seed_9_skf_4_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced,rf,9_skf_4,539,45,22,40,0.896,0.882,0.645,0.923,0.471,0.961,0.544,0.495,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/rf/estimators/rf_seed_9_skf_4_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced.joblib,"{""bootstrap"": true, ""class_weight"": ""balanced"", ""max_depth"": null, ""max_features"": ""log2"", ""min_samples_split"": 70, ""n_estimators"": 500, ""random_state"": 1}",rf,148,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/rf/scalers/rf_seed_9_skf_4_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced_scaler.joblib,9,4
rf_seed_10_skf_0_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced,rf,10_skf_0,537,47,27,35,0.885,0.872,0.565,0.92,0.427,0.952,0.486,0.428,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/rf/estimators/rf_seed_10_skf_0_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced.joblib,"{""bootstrap"": true, ""class_weight"": ""balanced"", ""max_depth"": null, ""max_features"": ""log2"", ""min_samples_split"": 70, ""n_estimators"": 500, ""random_state"": 1}",rf,148,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/rf/scalers/rf_seed_10_skf_0_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced_scaler.joblib,10,0
rf_seed_10_skf_1_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced,rf,10_skf_1,539,45,27,35,0.889,0.87,0.565,0.923,0.438,0.952,0.493,0.436,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/rf/estimators/rf_seed_10_skf_1_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced.joblib,"{""bootstrap"": true, ""class_weight"": ""balanced"", ""max_depth"": null, ""max_features"": ""log2"", ""min_samples_split"": 70, ""n_estimators"": 500, ""random_state"": 1}",rf,148,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/rf/scalers/rf_seed_10_skf_1_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced_scaler.joblib,10,1
rf_seed_10_skf_2_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced,rf,10_skf_2,542,42,21,41,0.902,0.885,0.661,0.928,0.494,0.963,0.566,0.519,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/rf/estimators/rf_seed_10_skf_2_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced.joblib,"{""bootstrap"": true, ""class_weight"": ""balanced"", ""max_depth"": null, ""max_features"": ""log2"", ""min_samples_split"": 70, ""n_estimators"": 500, ""random_state"": 1}",rf,148,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/rf/scalers/rf_seed_10_skf_2_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced_scaler.joblib,10,2
rf_seed_10_skf_3_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced,rf,10_skf_3,537,47,26,36,0.887,0.871,0.581,0.92,0.434,0.954,0.497,0.44,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/rf/estimators/rf_seed_10_skf_3_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced.joblib,"{""bootstrap"": true, ""class_weight"": ""balanced"", ""max_depth"": null, ""max_features"": ""log2"", ""min_samples_split"": 70, ""n_estimators"": 500, ""random_state"": 1}",rf,148,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/rf/scalers/rf_seed_10_skf_3_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced_scaler.joblib,10,3
rf_seed_10_skf_4_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced,rf,10_skf_4,538,46,25,37,0.89,0.871,0.597,0.921,0.446,0.956,0.51,0.456,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/rf/estimators/rf_seed_10_skf_4_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced.joblib,"{""bootstrap"": true, ""class_weight"": ""balanced"", ""max_depth"": null, ""max_features"": ""log2"", ""min_samples_split"": 70, ""n_estimators"": 500, ""random_state"": 1}",rf,148,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/rf/scalers/rf_seed_10_skf_4_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced_scaler.joblib,10,4
rf_seed_11_skf_0_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced,rf,11_skf_0,537,47,26,36,0.887,0.865,0.581,0.92,0.434,0.954,0.497,0.44,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/rf/estimators/rf_seed_11_skf_0_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced.joblib,"{""bootstrap"": true, ""class_weight"": ""balanced"", ""max_depth"": null, ""max_features"": ""log2"", ""min_samples_split"": 70, ""n_estimators"": 500, ""random_state"": 1}",rf,148,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/rf/scalers/rf_seed_11_skf_0_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced_scaler.joblib,11,0
rf_seed_11_skf_1_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced,rf,11_skf_1,537,47,23,39,0.892,0.873,0.629,0.92,0.453,0.959,0.527,0.476,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/rf/estimators/rf_seed_11_skf_1_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced.joblib,"{""bootstrap"": true, ""class_weight"": ""balanced"", ""max_depth"": null, ""max_features"": ""log2"", ""min_samples_split"": 70, ""n_estimators"": 500, ""random_state"": 1}",rf,148,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/rf/scalers/rf_seed_11_skf_1_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced_scaler.joblib,11,1
rf_seed_11_skf_2_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced,rf,11_skf_2,535,49,26,36,0.884,0.873,0.581,0.916,0.424,0.954,0.49,0.433,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/rf/estimators/rf_seed_11_skf_2_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced.joblib,"{""bootstrap"": true, ""class_weight"": ""balanced"", ""max_depth"": null, ""max_features"": ""log2"", ""min_samples_split"": 70, ""n_estimators"": 500, ""random_state"": 1}",rf,148,/home/ubuntu/Desktop/DeepAmes_Full_STL_4_keep_weights/results_TA1535_without_S9/artifacts/base/rf/scalers/rf_seed_11_skf_2_paras_148_estimator_500_depth_None_minSample_70_random_1_weight_balanced_scaler.joblib,11,2
