,0,1
57,knn_seed_11_skf_2_paras_0_K_3,"[102, 5, 11, 3, 0.8677685950413223, 0.6759012016021362, 0.21428571428571427, 0.9532710280373832, 0.375, 0.9026548672566371, 0.2727272727272727, 0.21569178252236265]"
58,knn_seed_11_skf_3_paras_0_K_3,"[105, 2, 8, 6, 0.9173553719008265, 0.7700267022696928, 0.42857142857142855, 0.9813084112149533, 0.75, 0.9292035398230089, 0.5454545454545454, 0.5276285038594847]"
59,knn_seed_11_skf_4_paras_0_K_3,"[100, 7, 6, 8, 0.8925619834710744, 0.8341121495327102, 0.5714285714285714, 0.9345794392523364, 0.5333333333333333, 0.9433962264150944, 0.5517241379310344, 0.49115066543891284]"
60,knn_seed_12_skf_0_paras_0_K_3,"[101, 6, 9, 5, 0.8760330578512396, 0.848464619492657, 0.35714285714285715, 0.9439252336448598, 0.45454545454545453, 0.9181818181818182, 0.4, 0.33498699733648274]"
61,knn_seed_12_skf_1_paras_0_K_3,"[103, 4, 12, 2, 0.8677685950413223, 0.7650200267022698, 0.14285714285714285, 0.9626168224299065, 0.3333333333333333, 0.8956521739130435, 0.2, 0.1554091678201185]"
62,knn_seed_12_skf_2_paras_0_K_3,"[104, 3, 10, 4, 0.8925619834710744, 0.6949265687583444, 0.2857142857142857, 0.9719626168224299, 0.5714285714285714, 0.9122807017543859, 0.38095238095238093, 0.3530449082511607]"
63,knn_seed_12_skf_3_paras_0_K_3,"[104, 3, 12, 2, 0.8760330578512396, 0.6879172229639519, 0.14285714285714285, 0.9719626168224299, 0.4, 0.896551724137931, 0.21052631578947364, 0.1845264146350874]"
64,knn_seed_12_skf_4_paras_0_K_3,"[101, 6, 11, 3, 0.859504132231405, 0.8247663551401869, 0.21428571428571427, 0.9439252336448598, 0.3333333333333333, 0.9017857142857143, 0.2608695652173913, 0.19286888655338713]"
65,knn_seed_13_skf_0_paras_0_K_3,"[103, 4, 7, 7, 0.9090909090909091, 0.8387850467289718, 0.5, 0.9626168224299065, 0.6363636363636364, 0.9363636363636364, 0.56, 0.5147361178584978]"
66,knn_seed_13_skf_1_paras_0_K_3,"[105, 2, 10, 4, 0.9008264462809917, 0.7626835781041388, 0.2857142857142857, 0.9813084112149533, 0.6666666666666666, 0.9130434782608695, 0.4, 0.39344093119017337]"
67,knn_seed_13_skf_2_paras_0_K_3,"[104, 3, 10, 4, 0.8925619834710744, 0.784712950600801, 0.2857142857142857, 0.9719626168224299, 0.5714285714285714, 0.9122807017543859, 0.38095238095238093, 0.3530449082511607]"
68,knn_seed_13_skf_3_paras_0_K_3,"[101, 6, 13, 1, 0.8429752066115702, 0.6408544726301736, 0.07142857142857142, 0.9439252336448598, 0.14285714285714285, 0.8859649122807017, 0.09523809523809523, 0.021036354636727192]"
69,knn_seed_13_skf_4_paras_0_K_3,"[101, 6, 11, 3, 0.859504132231405, 0.7289719626168223, 0.21428571428571427, 0.9439252336448598, 0.3333333333333333, 0.9017857142857143, 0.2608695652173913, 0.19286888655338713]"
