,0,1
39,xgboost_seed_7_skf_4_paras_151_lr_0.01_n_900_depth_7_subsample_0.8_scale_pos_weight_6,"[405, 16, 15, 28, 0.9331896551724138, 0.9134950008285919, 0.6511627906976745, 0.9619952494061758, 0.6363636363636364, 0.9642857142857143, 0.6436781609195402, 0.6068714679681408]"
40,xgboost_seed_8_skf_0_paras_151_lr_0.01_n_900_depth_7_subsample_0.8_scale_pos_weight_6,"[421, 1, 20, 23, 0.9548387096774194, 0.9518351151768984, 0.5348837209302325, 0.9976303317535545, 0.9583333333333334, 0.9546485260770975, 0.6865671641791045, 0.6972629848066138]"
41,xgboost_seed_8_skf_1_paras_151_lr_0.01_n_900_depth_7_subsample_0.8_scale_pos_weight_6,"[411, 10, 13, 30, 0.9504310344827587, 0.9437109871292051, 0.6976744186046512, 0.9762470308788599, 0.75, 0.9693396226415094, 0.7228915662650603, 0.696260296987763]"
42,xgboost_seed_8_skf_2_paras_151_lr_0.01_n_900_depth_7_subsample_0.8_scale_pos_weight_6,"[409, 12, 9, 34, 0.9547413793103449, 0.9589018394741202, 0.7906976744186046, 0.9714964370546318, 0.7391304347826086, 0.9784688995215312, 0.7640449438202247, 0.7395606716177718]"
43,xgboost_seed_8_skf_3_paras_151_lr_0.01_n_900_depth_7_subsample_0.8_scale_pos_weight_6,"[401, 20, 15, 28, 0.9245689655172413, 0.8960393304977076, 0.6511627906976745, 0.9524940617577197, 0.5833333333333334, 0.9639423076923077, 0.6153846153846155, 0.5747753394910455]"
44,xgboost_seed_8_skf_4_paras_151_lr_0.01_n_900_depth_7_subsample_0.8_scale_pos_weight_6,"[407, 14, 12, 31, 0.9439655172413793, 0.9349279125006905, 0.7209302325581395, 0.9667458432304038, 0.6888888888888889, 0.9713603818615751, 0.7045454545454545, 0.6738231426360529]"
45,xgboost_seed_9_skf_0_paras_151_lr_0.01_n_900_depth_7_subsample_0.8_scale_pos_weight_6,"[408, 14, 14, 29, 0.9397849462365592, 0.9348065689408135, 0.6744186046511628, 0.966824644549763, 0.6744186046511628, 0.966824644549763, 0.6744186046511628, 0.6412432492009258]"
46,xgboost_seed_9_skf_1_paras_151_lr_0.01_n_900_depth_7_subsample_0.8_scale_pos_weight_6,"[413, 8, 14, 29, 0.9525862068965517, 0.9264762746506104, 0.6744186046511628, 0.9809976247030879, 0.7837837837837838, 0.9672131147540983, 0.725, 0.7015807547933706]"
47,xgboost_seed_9_skf_2_paras_151_lr_0.01_n_900_depth_7_subsample_0.8_scale_pos_weight_6,"[412, 9, 13, 30, 0.9525862068965517, 0.9437662265922775, 0.6976744186046512, 0.9786223277909739, 0.7692307692307693, 0.9694117647058823, 0.7317073170731708, 0.7067825283994912]"
48,xgboost_seed_9_skf_3_paras_151_lr_0.01_n_900_depth_7_subsample_0.8_scale_pos_weight_6,"[411, 10, 16, 27, 0.9439655172413793, 0.9177484394851683, 0.627906976744186, 0.9762470308788599, 0.7297297297297297, 0.9625292740046838, 0.675, 0.6467078563147993]"
